ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,default.payment.next.month,total_billed_amount,total_payment_amount,avg_transaction_amount,max_billed_amount,max_payment_amount,spending_volatility,income_consistency,bill_change_1_2,bill_change_2_3,bill_change_3_4,bill_change_4_5,rolling_balance_volatility,net_flow_balance,debt_stress_index,repayment_ratio,payment_consistency_ratio,spend_to_income_volatility_ratio,max_to_mean_bill_ratio,missed_payment_count,credit_utilization_trend,DAYS_BIRTH,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,DAYS_EMPLOYED,CNT_FAM_MEMBERS,OWN_CAR_AGE,APPS_EXT_SOURCE_MEAN,APPS_EXT_SOURCE_STD,APPS_ANNUITY_CREDIT_RATIO,APPS_GOODS_CREDIT_RATIO,APPS_ANNUITY_INCOME_RATIO,APPS_CREDIT_INCOME_RATIO,APPS_GOODS_INCOME_RATIO,APPS_CNT_FAM_INCOME_RATIO,APPS_EMPLOYED_BIRTH_RATIO,APPS_INCOME_EMPLOYED_RATIO,APPS_INCOME_BIRTH_RATIO,APPS_CAR_BIRTH_RATIO,APPS_CAR_EMPLOYED_RATIO
9542,160000.0,2,2,2,25,-1,-1,-1,0,-1,-1,0,1588.0,2170.0,264.6666666666667,605.0,906.0,223.970236117808,425.4318590170072,-227.0,354.0,1.0,-308.0,372.3228437794276,-582.0,0.7314601566098572,1.3656387665198235,0.1959612432137297,0.5252192850555181,2.277289836888331,1,58.05714285714285,-9125,892372.3685755638,133376.58619266655,5698.365589272068,133729.22191696,0.407036975086993,0.26935006190199157,0.7426134533798256,-3737.1379987171226,3,15.0,0.4730001634562701,0.24342948895554123,0.04272388244395913,1.0026439102571125,0.006385636523425753,0.14946292701281974,0.149858093578607,297457.4561918546,0.4095493697224244,-238.78496562928518,-97.79423217266452,-0.0016438356164383563,-0.0040137666859369845
9698,100000.0,2,2,1,39,0,0,0,0,0,0,0,387735.0,11449.0,64622.5,97040.0,2617.0,18681.00529147187,421.915354860032,-31372.0,378.0,733.0,-20946.0,15086.373991121922,376286.0,33.86331877729258,0.029527823054862,0.036848502607863,44.17197218496485,1.5016209273716217,0,-8917.914285714289,-14235,239266.30773503854,36984.7070930475,703.7708393218396,40660.259140824906,0.23242856282210841,0.5356845406463926,0.2488066493925317,-6303.178022365743,2,,0.3389732509536776,0.17055368377538935,0.019028698471269943,1.0993803205884614,0.0029413704168544676,0.15457549139766075,0.16993725328787926,119633.15386751927,0.4427943816203543,-37.95963034615922,-16.80831104566481,,
2261,80000.0,2,2,2,37,0,0,0,0,0,0,0,137269.0,6615.0,22878.166666666668,24356.0,1379.0,1266.9422112577458,214.6948997996925,722.0,1014.0,621.0,471.0,224.1635563600828,130654.0,20.74803506650544,0.0481896991330953,0.0324508615174867,5.873769905706189,1.06454926242943,0,669.9714285714285,-13505,251148.29016704485,64331.82618134394,1184.4487655898213,58423.633192459594,0.5722882450577178,0.6129652148265635,0.45093407099397537,-8435.621753242187,2,5.0,0.5453958436260855,0.08429664189037579,0.018411552040369535,0.9081606517397807,0.004716133105274241,0.2561507631151113,0.23262604397426162,125574.14508352242,0.624629526341517,-29.77235081344387,-18.596689386674925,-0.00037023324694557573,-0.0005927245372373739
20286,160000.0,2,3,1,51,-2,-2,-2,-2,-2,-2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,-18615,937622.362691772,63481.93146094406,1297.1374229693927,57628.55658018524,0.7359895470438174,0.3030488659899696,0.2618144655896679,-10788.52685629402,1,10.0,0.43361762620781824,0.26267213941838574,0.020433175127436528,0.9077946315423627,0.0013834326852502827,0.067705223325409,0.06146243826218305,937622.362691772,0.5795609377541778,-86.90921153380303,-50.36918413600709,-0.0005372011818426001,-0.0009269106091315893
5864,320000.0,1,2,2,44,-1,-1,-2,-2,-2,-2,0,96980.0,73045.0,16163.333333333334,36831.0,28791.0,13576.486271000558,9054.511105888969,-8046.0,-15681.0,-10483.0,6454.0,8444.911858628248,23935.0,1.3276565451907016,0.7531887689341211,0.1239562892682552,1.4992512418400674,2.278535046295341,0,-6312.800000000001,-16060,1496587.0065341466,251782.92704439454,4285.120801008001,274334.53784866974,0.4822613788137359,0.2633611505014861,0.3635650864209913,-6746.483711394468,1,,0.3697292052454044,0.10958022065797221,0.017019107893095728,1.0895676727131656,0.002863262063815219,0.16823808167858084,0.18330677511625879,1496587.0065341466,0.42007993221634293,-221.83215294902251,-93.1872357742308,,
19390,50000.0,2,2,1,37,0,0,0,2,0,0,1,246940.0,9718.0,41156.66666666666,51145.0,4500.0,10210.665809175554,1547.4956111946385,1230.0,3676.0,-5521.0,-16452.0,7872.5542424298355,237222.0,25.407963782282128,0.0393535297905167,0.1592237484509351,6.593926218039584,1.242660338697529,1,-4432.914285714286,-13505,108661.52327265326,22929.954186717234,1608.8772085513026,24822.491646933908,0.28976228126691156,0.4447800763888529,0.4517506083167754,-7676.613232466966,2,,0.3954309886575133,0.09157812986756174,0.07016486799102661,1.0825355970973973,0.01480631929403669,0.2110218363972447,0.22843864966488062,54330.76163632663,0.5684274885203233,-14.154877936677506,-8.04602171585733,,
20699,80000.0,1,3,2,44,0,0,0,0,-1,-1,1,178661.0,10005.0,29776.83333333333,57687.0,4500.0,29388.33675740542,1715.0327985201916,1380.0,1010.0,-53187.0,0.0,23666.85354668001,168656.0,17.855386767939237,0.0559995970043993,0.1714004395882662,17.125743041011944,1.9372463857343551,2,-13891.514285714282,-16060,225518.82632776885,48169.3264643917,1028.4188722506744,49122.09556958191,0.2085859358367885,0.6133153122639192,0.6706326964249882,-10998.00997057049,1,5.0,0.49751131484189864,0.25185258904109326,0.021350077896790075,1.0197795812215587,0.004560235120929423,0.21359337155463218,0.21781815899568358,225518.82632776885,0.6848075946806034,-20.505421156303125,-14.0422681399607,-0.00031133250311332503,-0.00045462770204604926
9115,340000.0,2,1,1,42,0,0,0,0,0,0,0,1337302.0,50909.0,222883.66666666663,230921.0,8500.0,5195.480715647655,37.150594432211534,-5115.0,2345.0,4512.0,2847.0,4037.824810464169,1286393.0,26.267963072088,0.0380684108238746,0.0007297307882972,136.1834800471936,1.0360560170132835,0,2294.114285714286,-15330,1925003.75769712,215922.96714521304,4046.8350436322044,205785.99789063877,0.6213608549096037,0.7096094292641246,0.5968812230941838,-6391.2931774126055,3,,0.642617169089304,0.05929405776258502,0.018742031462130736,0.9530528438516829,0.0021022478670241294,0.11216755618364166,0.1069016084087131,641667.9192323734,0.4169141015924726,-301.1915905376166,-125.5710213761983,,
2798,220000.0,1,2,1,38,0,0,0,0,0,0,0,770862.0,30803.0,128477.0,147048.0,6364.0,12263.307253755,851.17998488373,-9488.0,-6470.0,-9831.0,-4256.0,4027.99822492513,740059.0,25.024737047136732,0.0399591107628722,0.027632125207237,14.39051312080298,1.1445383645449023,0,-6349.485714285715,-13870,665951.4761462747,112148.34802559725,1937.457103840609,122078.4166789908,0.5427350746070928,0.45962342967654785,0.21353398185680939,-6599.162284890692,1,,0.40529749538015003,0.17119234860202595,0.017275841668201793,1.0885440474890193,0.00290930671864004,0.16840318257807138,0.18331428197356614,665951.4761462747,0.4757867544982474,-100.91454754356074,-48.013805057409854,,
16122,20000.0,2,2,3,30,1,2,2,2,0,0,1,111925.0,5014.0,18654.166666666668,19545.0,2921.0,919.6741633136523,1077.2833734290466,-590.0,2135.0,-609.0,373.0,1117.1614475983315,106911.0,22.318045862412763,0.0447974554616443,0.2148122379718936,0.8529058186151927,1.0476990288659978,2,389.5142857142857,-10950,80430.1477762091,15912.845147383034,319.8928967937137,15656.526894418608,0.21751738990463104,0.7867524496208889,0.7323646370579899,-6331.364436287033,1,5.0,0.5788781588611699,0.31412690515855224,0.02010280963780522,0.9838923680466671,0.003977276004562268,0.19784677247714802,0.19465992948293132,80430.1477762091,0.5782067978344322,-12.703446245368333,-7.345218974996264,-0.00045662100456621003,-0.0007897191909130098
17327,90000.0,2,2,3,36,0,0,0,0,0,0,0,400395.0,15539.0,66732.5,91458.0,5094.0,30938.82358946442,1744.352191120436,121.0,-409.0,-20948.0,-41159.0,18167.911374178377,384856.0,25.76544401544401,0.0388090790117783,0.1122491757477758,17.726407166912892,1.3704960776821238,0,-15075.457142857142,-13140,369532.11521650973,53130.735438000964,1167.7315154862526,48829.24159158519,0.44897866781101303,0.4017044597119187,0.7002574351613255,-6206.117352462186,2,20.0,0.5169801875614191,0.16047312798003652,0.0219784557066577,0.9190394446650328,0.0031600271462253722,0.14377839773647696,0.13213801881056,184766.05760825487,0.47230725665617856,-59.54320458827664,-28.122687611606523,-0.0015220700152207,-0.0032226267832440023
23752,50000.0,2,3,1,58,1,2,2,2,0,0,1,157409.0,9000.0,26234.83333333333,29729.0,4000.0,2272.5185514460973,1760.6816861659008,-681.0,3301.0,-729.0,1284.0,1812.0052980054995,148409.0,17.4879457838018,0.057175528873642,0.1956095640668704,1.2899711504590676,1.133144871835594,3,1108.8285714285714,-21170,146915.13777957694,30192.56638714044,533.6588342260336,31651.054049503724,0.20860450206668904,0.5133666902148405,0.3177502615943516,-13127.693413726041,1,,0.346573817958627,0.15441209759058952,0.0176751730006406,1.0483061838355179,0.003632429185253223,0.20551024791223105,0.21543766372796214,146915.13777957694,0.620108333194428,-11.191237725430543,-6.939779772299335,,
8914,20000.0,2,2,1,45,-1,-1,-1,0,-1,-1,0,24401.0,52694.0,4066.8333333333335,10827.0,40000.0,4377.0612249164005,15579.39102361407,-2563.0,-5784.0,-2090.0,490.0,2641.910634370512,-28293.0,0.4630610114811652,2.159413162855504,0.2956521685855217,0.2809339777340893,2.6616134715450483,1,-2016.4857142857136,-16425,109811.14422831479,6948.819601268959,237.54672388355306,6963.47634964709,0.7938097124613914,0.2249687715886301,0.4857264957672349,-9969.665152843787,2,,0.5015016599390855,0.28474839043748557,0.034185190797034574,1.002109242895794,0.002163229657179928,0.063279730396227,0.063413202718013,54905.572114157396,0.6069811356373691,-11.014526821594588,-6.685609998679744,,
21591,50000.0,2,2,2,22,0,0,0,0,-1,0,0,148953.0,40105.0,24825.5,44593.0,28105.0,15720.336469045438,10619.063243368815,-11574.0,-19467.0,-13552.0,28105.0,19003.334436356163,108848.0,3.713982945195232,0.2692441961947984,0.2647749275262758,1.4802488562260907,1.7961855275612753,1,-2938.257142857143,-8030,242746.1805999487,44806.02624587076,3580.4148256140274,44623.74800990215,0.34686784447916486,0.7962398839677856,0.5051442044385794,-5164.345684358321,3,,0.5494173109618433,0.22793395631071695,0.07990922484325402,0.9959318366023274,0.014749623729465113,0.18457973730063387,0.1838288367693954,80915.39353331624,0.6431314675415094,-47.00424708887596,-30.229910410952517,,
27895,150000.0,2,2,1,29,0,-1,0,0,0,0,0,574933.0,171623.0,95822.16666666669,151691.0,151691.0,52344.10276398543,60315.50008883841,143552.0,-8443.0,-33318.0,-28943.0,73427.36350775506,403310.0,3.3499568824872976,0.2985090462557441,0.3514397758404326,0.8678239401637915,1.583030547588527,0,3387.5714285714275,-10585,823996.7381993532,57165.98628397985,2975.6283625389933,51497.51548105363,0.3870247463122483,0.41439106155368743,0.6714564761490502,-4611.426988139493,2,10.0,0.4909574280049953,0.15691449451263528,0.052052427605414744,0.9008418961798837,0.0036112137640757097,0.06937647157305789,0.06249723220214327,411998.3690996766,0.43565677733958363,-178.68584720492333,-77.84570034949014,-0.000944733112895607,-0.0021685261472684744
16725,480000.0,1,2,1,31,0,0,0,0,0,0,0,350191.0,19000.0,58365.16666666666,61168.0,4000.0,2023.834718218528,408.24829046386304,3065.0,472.0,569.0,1716.0,2753.8677346597456,331191.0,18.430135256039154,0.0542559510211541,0.0214856213075029,4.945249046549735,1.0480044089469642,0,479.00000000000006,-11315,2173880.1274493593,162373.79666153228,5544.991352802157,155148.51724781573,0.24090699726881676,0.20429816634471812,0.3204332324018417,-5060.474572759511,2,,0.2552127986717922,0.059374492480855315,0.03414954547352659,0.9555021834663531,0.0025507346439144116,0.0746930774200726,0.07136939856470073,1086940.0637246796,0.44723593219262137,-429.5802886060008,-192.12374082628008,,
19283,230000.0,2,2,2,29,-1,-1,-1,-1,-1,-1,0,15467.0,22628.0,2577.833333333333,3750.0,9785.0,911.8529303932004,3083.888627474518,-1475.0,991.0,1173.0,437.0,1255.6021662931298,-7161.0,0.6835034689999558,1.4628911300749936,0.1362803759545061,0.2955869856279706,1.454145931622827,0,237.45714285714288,-10585,1343322.5097301307,187014.6424998666,3654.7232208269943,196473.97654642013,0.7148571526412064,0.6644660762624117,0.3343959849589133,-7177.510522382948,2,,0.5712397379541772,0.20665439178569261,0.019542444227753992,1.0505807134677183,0.0027206595544663485,0.13921797717618628,0.1462597217892903,671661.2548650653,0.6780831858651817,-187.15716341216103,-126.90812562400856,,
18768,250000.0,2,1,2,28,0,0,0,-1,-1,-2,0,18949.0,7000.0,3158.1666666666665,7604.0,3000.0,2914.126381382021,1471.9601443879749,964.0,2909.0,-4685.0,-2919.0,3044.5562402425744,11949.0,2.7066133409512925,0.3693931398416886,0.2102499849147228,1.9784149574480585,2.406963861777895,3,-1069.2857142857144,-10220,1486859.996211193,215060.6709432527,8276.51662982604,232549.68484077856,0.4528486864137732,0.32690556707616625,0.5589745120943441,-6395.4998560432205,4,15.0,0.4462429218614279,0.11617541006793686,0.03848456620880688,1.0813213025925164,0.005566439779748063,0.14464083470620565,0.15640321579258312,371714.99905279826,0.62578276477918,-232.48534589618242,-145.48532252555705,-0.0014677103718199608,-0.002345399161541101
6808,30000.0,1,1,2,45,0,0,0,0,-1,2,0,101389.0,8480.0,16898.166666666668,27992.0,4700.0,13242.272409472123,1754.5559742187386,-358.0,360.0,-11927.0,-15135.0,7475.376211268567,92909.0,11.954840231104823,0.0836374395897031,0.2068807893195069,7.543064763494784,1.6564130381182502,2,-6516.657142857143,-16425,73161.9868971198,15865.700066729518,563.033575955395,15995.391632671653,0.38596322818877726,0.42178201193307546,0.6526653684171582,-8397.719649206649,3,,0.4868035361796703,0.14475274388457246,0.035487471311529475,1.0081743361715314,0.007695711937773524,0.21685715136522773,0.2186298146216878,24387.3289657066,0.5112766909714854,-8.71212542848243,-4.454306660403032,,
